hypothesis,registration,coil,point,combo,mode,retcode,Id_A,Id_target_A,Id_err_rel,T_mN,T_target_mN,T_err_rel,T_err_sigma,Id_rms_rel,Id_pp_rel,Id_f_dominant_Hz,current_eff,anode_eff,error
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.8_c=0.9L_w=0.25L,vacuum,success,6.76750493779293,6.960964151571712,-0.0277920140897581,90.06940072196912,72.8,0.2372170428841911,3.5243674942794105,0.2862851830779205,1.6433222577421598,6992.999999999998,0.5456145578030009,0.5193859060610923,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.8_c=1.1L_w=0.1L,vacuum,success,6.81776768446085,6.960964151571712,-0.02057135534572898,71.04834032140458,72.8,-0.02406125932136564,-0.35748156706028944,2.654039850769113,13.355052853542063,8990.999999999998,0.4713215441158857,0.3207966848738538,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.8_c=1.1L_w=0.25L,vacuum,success,7.126663325109564,6.960964151571712,0.02380405500298957,91.34923805566726,72.8,0.2547972260393854,3.7855587868708684,1.3550739079447451,4.73294464498731,5993.999999999999,0.5402157298255658,0.5073268076800325,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.8_c=1L_w=0.1L,vacuum,success,7.728470505946035,6.960964151571712,0.11025862763580357,86.59096494317673,72.8,0.18943633163704285,2.8144826414646364,2.1839280417532403,11.288426476541852,4994.999999999999,0.4897546342400572,0.4203545960782337,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.8_c=1L_w=0.25L,vacuum,success,6.612699205490053,6.960964151571712,-0.05003113627629084,86.97760438084285,72.8,0.19474731292366537,2.8933886491515994,1.083201513673694,4.332260243861031,5993.999999999999,0.5525448061865101,0.49567876130396726,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.97_c=0.9L_w=0.1L,vacuum,success,6.181310012449945,6.960964151571712,-0.1120037572590759,86.24684403893767,72.8,0.18470939613925352,2.7442538854974807,0.02004483539976373,0.1197466634343629,5993.999999999999,0.5840711643727292,0.5213988808174282,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.97_c=0.9L_w=0.25L,vacuum,success,4.545075957305903,6.960964151571712,-0.34706229505869923,75.56445772785801,72.8,0.037973320437609995,0.5641750465016342,0.13679806326496688,0.5089290323388517,36962.99999999999,0.7818940265854339,0.5443248857851627,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.97_c=1.1L_w=0.1L,vacuum,success,6.02747296326234,6.960964151571712,-0.1341037201144902,84.17036307705978,72.8,0.15618630600356825,2.3204822606244426,0.1948577281934734,0.8942206185445221,6992.999999999998,0.6010924141430508,0.5092690994782336,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.97_c=1.1L_w=0.25L,vacuum,success,4.493792488550888,6.960964151571712,-0.35442958896200655,69.1809867059852,72.8,-0.0497117210716319,-0.7385741416356739,0.18486055788976977,1.0578333067614039,51947.99999999999,0.7876540080454619,0.4614500372579049,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.97_c=1L_w=0.1L,vacuum,success,6.221489716816702,6.960964151571712,-0.10623161083052621,88.4205408669106,72.8,0.21456786905096978,3.1878654830429793,0.01534642648579774,0.1139740693933327,4994.999999999999,0.5843253870869604,0.5444727415933968,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.97_c=1L_w=0.25L,vacuum,success,4.491109483457622,6.960964151571712,-0.3548150248060713,72.97655613234585,72.8,0.0024252215981572923,0.03603186374405119,0.14869834426259115,0.5417689911041043,50948.99999999999,0.8079276147929038,0.5137801039169527,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.9_c=0.9L_w=0.1L,vacuum,success,7.027489586171122,6.960964151571712,0.009556928200009397,86.34413810070998,72.8,0.18604585303173046,2.7641098164714237,0.7544307452040043,2.4571573600105276,5993.999999999999,0.5058946399349681,0.45965258002623016,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.9_c=0.9L_w=0.25L,vacuum,success,5.816549203087103,6.960964151571712,-0.16440466055642775,87.4221901799386,72.8,0.20085426071344228,2.984120444885428,0.002689038879765034,0.019279934253483406,9989.999999999998,0.6269696560961886,0.5693012725252328,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.9_c=1.1L_w=0.1L,vacuum,success,7.9910039088353075,6.960964151571712,0.14797371956455532,94.93768810972219,72.8,0.30408912238629365,4.517895532596362,2.117181367088991,8.170086946377316,8990.999999999998,0.5130187756721688,0.48869754333618226,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.9_c=1.1L_w=0.25L,vacuum,success,5.904259567153568,6.960964151571712,-0.15180434224468045,86.81426974809311,72.8,0.19250370533094932,2.8600550506312468,0.050969149380856706,0.2897922619399673,6992.999999999998,0.6208029040704902,0.5530711265793117,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.9_c=1L_w=0.1L,vacuum,success,7.439051883839667,6.960964151571712,0.06868125188663814,88.41264325362648,72.8,0.21445938535201203,3.186253725229893,2.0856093862770466,9.585085843041378,4994.999999999999,0.5182520992101862,0.4552766293917185,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.9_c=1L_w=0.25L,vacuum,success,5.816663348378232,6.960964151571712,-0.16438826264248307,85.84838706690127,72.8,0.17923608608380848,2.6629361361022967,0.15854665468033682,0.45234144437421453,10988.999999999998,0.6292695783711149,0.5489775019287285,
H2a,L32-anode,1p6kW,Xe1,a=1/32_b=0.8_c=0.9L_w=0.1L,vacuum,success,4.894245514153622,6.960964151571712,-0.29690120397351094,73.73987829569059,72.8,0.012910416149595991,0.19181189707971186,2.4515791423499143,11.913455897432152,8990.999999999998,0.8463259748360978,0.4813747178205727,
H2a,L32-anode,1p6kW,Xe1,a=1/32_b=0.8_c=0.9L_w=0.25L,vacuum,success,4.423673455119124,6.960964151571712,-0.36450276731847486,69.51068890154029,72.8,-0.04518284475906203,-0.671287979277493,2.4266122546986613,11.763952657058088,8990.999999999998,0.9426515160892556,0.4732431320954498,
H2a,L32-anode,1p6kW,Xe1,a=1/32_b=0.8_c=1.1L_w=0.1L,vacuum,success,5.104702616845222,6.960964151571712,-0.26666730273382694,74.71861995486024,72.8,0.02635466970961872,0.39155509282862094,0.9594582018628088,4.214624874984771,4994.999999999999,0.7870199760134409,0.4738615086388719,
H2a,L32-anode,1p6kW,Xe1,a=1/32_b=0.8_c=1.1L_w=0.25L,vacuum,success,3.343914282588235,6.960964151571712,-0.519619091583281,48.89779975592387,72.8,-0.3283269264296172,-4.878000049811455,3.4489806525614983,22.23382334798051,3995.999999999999,0.888957705471097,0.3098044806942933,
H2a,L32-anode,1p6kW,Xe1,a=1/32_b=0.8_c=1L_w=0.1L,vacuum,success,4.510394912327432,6.960964151571712,-0.35204451364556555,55.23491855288502,72.8,-0.24127859130652454,-3.5847104994112216,2.7155794303690604,14.263001723072058,3995.999999999999,0.7307543434010897,0.2930738454450243,
H2a,L32-anode,1p6kW,Xe1,a=1/32_b=0.8_c=1L_w=0.25L,vacuum,success,3.9182993079746344,6.960964151571712,-0.4371039380960001,56.683899279942125,72.8,-0.22137500989090486,-3.2890001469505865,2.918248680579323,16.051864798346674,3995.999999999999,0.8651933694331799,0.3552924864988097,
